name,owner,createdAt,updatedAt,primaryLanguage,mergedPRs,releases,openIssues,closedIssues,stars
dubbo,apache,2012-06-19T07:56:02Z,2025-08-11T05:26:24Z,Java,5784,111,799,6471,41200
vue2-elm,bailicangdu,2016-12-23T01:49:20Z,2025-08-11T10:38:32Z,Vue,21,0,118,512,41147
ChatGLM-6B,zai-org,2023-03-13T12:00:18Z,2025-08-11T19:44:18Z,Python,48,0,557,751,41112
ColossalAI,hpcaitech,2021-10-28T16:19:44Z,2025-08-11T12:28:35Z,Python,3697,50,432,1292,41074
uni-app,dcloudio,2018-07-12T08:52:39Z,2025-08-11T13:40:43Z,JavaScript,449,0,691,4218,41026
nw.js,nwjs,2012-01-04T06:21:10Z,2025-08-11T19:03:06Z,JavaScript,575,0,919,6474,41007
Pake,tw93,2022-10-14T09:32:57Z,2025-08-11T14:21:32Z,Rust,99,31,55,342,40981
spotube,KRTirtho,2021-02-14T03:17:58Z,2025-08-11T16:46:39Z,Dart,245,40,781,1082,40959
bevy,bevyengine,2020-01-18T21:13:55Z,2025-08-11T19:54:34Z,Rust,6090,43,2373,4784,40957
styled-components,styled-components,2016-08-16T06:41:32Z,2025-08-11T09:50:48Z,TypeScript,966,176,301,2651,40859
streamlit,streamlit,2019-08-24T00:14:52Z,2025-08-11T19:59:14Z,Python,5594,104,1110,4247,40844
black,psf,2018-03-14T19:54:45Z,2025-08-11T19:59:50Z,Python,1582,46,329,2393,40790
jsoncrack.com,AykutSarac,2022-01-30T15:25:18Z,2025-08-11T20:01:56Z,TypeScript,85,22,31,234,40779
awesome-compose,docker,2020-02-13T08:51:42Z,2025-08-11T15:38:38Z,HTML,149,0,87,40,40728
vuetify,vuetifyjs,2016-09-12T00:39:35Z,2025-08-11T17:18:16Z,TypeScript,4385,604,492,14389,40659
hexo,hexojs,2012-09-23T15:17:08Z,2025-08-11T14:54:39Z,TypeScript,943,114,73,3912,40629
TrafficMonitor,zhongyang219,2017-07-30T02:51:17Z,2025-08-11T17:52:14Z,C++,63,26,1168,712,40423
zig,ziglang,2015-08-06T00:51:28Z,2025-08-11T19:27:56Z,Zig,9117,20,3400,9630,40396
fastlane,fastlane,2014-12-02T17:00:38Z,2025-08-11T14:47:45Z,Ruby,6234,552,679,12500,40393
fanqiang,bannedbook,2015-01-14T00:34:25Z,2025-08-11T13:46:51Z,Kotlin,3,3,327,465,40241
cli,cli,2019-10-03T15:24:53Z,2025-08-11T18:02:22Z,Go,2587,173,833,4269,40184
mitmproxy,mitmproxy,2010-02-16T04:10:13Z,2025-08-11T19:12:41Z,Python,2628,76,334,3225,40118
tabler,tabler,2018-02-01T09:08:59Z,2025-08-11T16:35:28Z,HTML,722,51,84,1004,39922
pure-bash-bible,dylanaraps,2018-06-13T01:39:33Z,2025-08-11T19:07:30Z,Shell,28,0,44,33,39909
Summer2026-Internships,SimplifyJobs,2020-05-23T20:53:18Z,2025-08-11T19:58:47Z,None,1673,0,3,3333,39896
WeChatMsg,LC044,2023-01-11T05:03:49Z,2025-08-11T13:24:14Z,None,62,0,0,0,39873
cheat.sh,chubin,2017-05-07T21:40:56Z,2025-08-11T17:24:04Z,Python,129,0,124,133,39851
chinese-independent-developer,1c7,2017-09-21T11:08:23Z,2025-08-11T15:09:54Z,None,310,0,1,196,39800
DeepSpeed,deepspeedai,2020-01-23T18:35:18Z,2025-08-11T19:12:58Z,Python,2733,97,1085,2080,39703
GitHubDaily,GitHubDaily,2018-12-30T13:56:58Z,2025-08-11T15:51:47Z,None,3,0,397,176,39547
AI-For-Beginners,microsoft,2021-03-03T16:27:36Z,2025-08-11T18:40:37Z,Jupyter Notebook,168,0,27,106,39541
penpot,penpot,2015-12-29T22:09:07Z,2025-08-11T19:48:21Z,Clojure,4461,59,481,1427,39526
50projects50days,bradtraversy,2020-11-16T14:39:01Z,2025-08-11T18:28:39Z,CSS,44,0,0,0,39512
chakra-ui,chakra-ui,2019-08-17T14:27:54Z,2025-08-11T18:36:57Z,TypeScript,2806,1000,2,4142,39506
zod,colinhacks,2020-03-07T20:59:08Z,2025-08-11T19:54:35Z,TypeScript,832,179,194,2488,39468
gradio,gradio-app,2018-12-19T08:24:04Z,2025-08-11T19:24:43Z,Python,4725,1000,431,5479,39419
bert,google-research,2018-10-25T22:57:34Z,2025-08-11T15:02:31Z,Python,32,0,790,355,39410
wrk,wg,2012-03-20T11:12:28Z,2025-08-11T14:05:45Z,C,0,0,144,262,39359
php-src,php,2011-06-16T01:52:25Z,2025-08-11T18:47:14Z,C,4222,23,823,3469,39342
awesome-remote-job,lukasz-madon,2015-01-02T00:31:34Z,2025-08-11T19:11:26Z,None,592,0,4,75,39314
helix,helix-editor,2020-06-01T04:26:56Z,2025-08-11T19:59:18Z,Rust,4223,30,836,4525,39312
zju-icicles,QSCTech,2016-06-28T16:17:32Z,2025-08-11T15:15:04Z,HTML,224,0,9,69,39299
slidev,slidevjs,2021-04-24T01:25:23Z,2025-08-11T19:39:22Z,TypeScript,704,394,139,1071,39285
ai-hedge-fund,virattt,2024-11-29T16:30:01Z,2025-08-11T20:06:05Z,Python,33,0,18,196,39231
Deep-Learning-Papers-Reading-Roadmap,floodsung,2016-10-14T11:49:48Z,2025-08-11T13:16:42Z,Python,28,0,52,5,39214
esbuild,evanw,2016-06-14T16:08:50Z,2025-08-11T13:33:20Z,Go,246,300,517,3237,39208
English-level-up-tips,byoungd,2017-05-30T07:18:52Z,2025-08-11T14:27:24Z,HTML,26,0,29,72,39075
fd,sharkdp,2017-05-09T21:27:10Z,2025-08-11T18:14:13Z,Rust,648,40,129,786,39021
video.js,videojs,2010-05-14T18:45:10Z,2025-08-11T17:34:55Z,JavaScript,1801,332,577,4806,39018
MoneyPrinterTurbo,harry0703,2024-03-11T02:57:34Z,2025-08-11T17:56:58Z,Python,136,9,179,391,39014
FastChat,lm-sys,2023-03-19T00:18:02Z,2025-08-11T20:04:44Z,Python,849,14,833,1066,38972
materialize,Dogfalo,2014-09-12T19:35:38Z,2025-08-11T15:53:44Z,JavaScript,449,41,623,4599,38953
legado,gedoor,2019-05-22T04:18:58Z,2025-08-11T18:55:27Z,Kotlin,1134,115,37,2917,38866
tidb,pingcap,2015-09-06T04:01:52Z,2025-08-11T13:22:02Z,Go,33006,209,4059,17176,38866
vim,vim,2015-08-18T21:03:56Z,2025-08-11T19:58:53Z,Vim Script,440,0,1516,7379,38713
pandoc,jgm,2010-03-20T20:34:23Z,2025-08-11T15:10:52Z,Haskell,1679,147,981,6990,38709
gorm,go-gorm,2013-10-25T08:31:38Z,2025-08-11T14:13:04Z,Go,753,5,447,5547,38681
winutil,ChrisTitusTech,2022-04-28T02:25:19Z,2025-08-11T19:55:36Z,PowerShell,846,22,189,1705,38647
upscayl,upscayl,2022-07-30T17:19:20Z,2025-08-11T16:22:35Z,TypeScript,100,29,55,889,38568
curl,curl,2010-03-18T22:32:22Z,2025-08-11T19:05:30Z,C,198,91,13,5127,38510
tmux,tmux,2015-06-03T23:32:55Z,2025-08-11T19:53:36Z,C,1,37,62,3645,38506
chatgpt-on-wechat,zhayujie,2022-08-07T08:33:41Z,2025-08-11T14:50:02Z,Python,261,63,299,1697,38458
aria2,aria2,2010-11-27T09:41:48Z,2025-08-11T19:53:52Z,C++,252,24,1064,824,38422
ray,ray-project,2016-10-25T19:38:30Z,2025-08-11T19:19:29Z,Python,26948,108,2708,18149,38420
styleguide,google,2015-05-20T19:18:59Z,2025-08-11T18:27:57Z,HTML,194,0,115,239,38415
bark,suno-ai,2023-04-07T19:34:48Z,2025-08-11T18:14:27Z,Jupyter Notebook,19,0,229,239,38358
remote-jobs,remoteintech,2015-10-13T03:49:25Z,2025-08-11T18:59:39Z,JavaScript,1283,0,22,168,38310
phaser,phaserjs,2013-04-12T12:27:51Z,2025-08-11T16:33:16Z,JavaScript,1729,171,82,4468,38269
quivr,QuivrHQ,2023-05-12T23:53:30Z,2025-08-11T19:07:58Z,Python,1819,354,2,1533,38257
daisyui,saadeghi,2020-11-28T22:57:27Z,2025-08-11T14:05:48Z,Svelte,425,100,46,1917,38240
RSSHub,DIYgod,2018-04-02T14:43:21Z,2025-08-11T19:10:44Z,TypeScript,11010,0,346,5730,38239
trpc,trpc,2020-07-18T01:17:11Z,2025-08-11T18:17:20Z,TypeScript,3701,217,140,1137,38169
photoprism,photoprism,2018-01-27T12:00:15Z,2025-08-11T19:03:10Z,Go,809,78,422,1954,38093
mem0,mem0ai,2023-06-20T08:58:36Z,2025-08-11T18:37:19Z,Python,1637,264,382,691,38087
Files,files-community,2019-01-04T18:19:14Z,2025-08-11T19:29:05Z,C#,5321,123,493,10082,38081
MPAndroidChart,PhilJay,2014-04-25T14:29:47Z,2025-08-11T13:33:01Z,Java,191,44,2064,2898,38068
impress.js,impress,2011-12-28T22:23:19Z,2025-08-11T16:03:09Z,JavaScript,120,15,52,431,38023
free,freefq,2020-06-07T02:48:33Z,2025-08-11T15:40:20Z,None,0,0,531,214,38001
plane,makeplane,2022-11-19T12:55:01Z,2025-08-11T18:33:08Z,TypeScript,5562,48,454,856,37986
leveldb,google,2014-08-27T21:17:52Z,2025-08-11T14:05:29Z,C++,64,21,239,537,37973
logseq,logseq,2020-05-23T00:06:06Z,2025-08-11T19:54:06Z,Clojure,3060,150,1235,6677,37920
shellcheck,koalaman,2012-11-17T03:15:11Z,2025-08-11T19:31:07Z,Haskell,306,30,1127,1718,37908
preact,preactjs,2015-09-11T02:40:18Z,2025-08-11T19:24:45Z,JavaScript,1911,229,54,1838,37858
appsmith,appsmithorg,2020-06-30T04:07:36Z,2025-08-11T18:35:02Z,TypeScript,13943,289,4343,19222,37661
ccxt,ccxt,2017-05-14T15:41:56Z,2025-08-11T20:00:44Z,Python,13320,170,822,10080,37575
cal.com,calcom,2021-03-22T13:47:42Z,2025-08-11T18:55:08Z,TypeScript,10434,498,1125,6901,37546
python-cheatsheet,gto76,2018-01-25T04:16:53Z,2025-08-11T19:01:50Z,Python,14,0,5,60,37530
Awesome-Design-Tools,goabstract,2019-02-12T13:55:30Z,2025-08-11T14:26:23Z,JavaScript,283,0,18,25,37478
ChatTTS,2noise,2024-05-27T18:26:49Z,2025-08-11T14:29:35Z,Python,215,6,68,586,37462
freecodecamp.cn,FreeCodeCampChina,2016-09-30T03:13:43Z,2025-08-11T12:08:54Z,CSS,55,0,141,445,37452
Open-Assistant,LAION-AI,2022-12-13T05:24:17Z,2025-08-11T09:00:09Z,Python,1614,127,228,1417,37432
novu,novuhq,2021-08-26T15:22:44Z,2025-08-11T14:51:07Z,TypeScript,5956,46,225,1388,37409
system-design,karanpratapsingh,2022-08-15T18:59:54Z,2025-08-11T19:49:36Z,None,11,0,1,21,37397
ant-design-pro,ant-design,2017-08-25T10:40:44Z,2025-08-11T19:34:18Z,TypeScript,1008,26,153,9600,37381
fiber,gofiber,2020-01-16T03:59:20Z,2025-08-11T15:47:23Z,Go,1785,127,90,1480,37356
tutorials,eugenp,2013-04-29T18:26:36Z,2025-08-11T20:04:18Z,Java,13353,0,17,772,37221
lapce,lapce,2018-02-06T08:41:06Z,2025-08-11T19:54:46Z,Rust,1171,32,798,1177,37142
istio,istio,2016-11-18T23:57:21Z,2025-08-11T18:04:33Z,Go,28366,392,466,20648,37127
tesseract.js,naptha,2015-06-24T02:49:52Z,2025-08-11T15:23:51Z,JavaScript,195,56,31,695,37015
Free-Certifications,cloudcommunity,2020-07-31T10:26:19Z,2025-08-11T19:46:21Z,None,114,0,37,69,37009
GFPGAN,TencentARC,2021-03-19T06:18:20Z,2025-08-11T17:24:59Z,Python,14,8,364,133,36975
interview_internal_reference,0voice,2019-06-10T06:54:19Z,2025-08-11T09:50:29Z,Python,35,0,30,19,36967
aspnetcore,dotnet,2014-03-11T06:09:42Z,2025-08-11T19:59:36Z,C#,17690,257,3605,33948,36954
docs,inkonchain,2024-05-07T16:49:36Z,2025-08-11T16:52:38Z,MDX,393,0,20,13,36928
insomnia,Kong,2016-04-23T03:54:26Z,2025-08-11T18:09:32Z,TypeScript,3315,522,678,3192,36893
node,inkonchain,2024-05-13T23:20:40Z,2025-08-11T16:52:38Z,Shell,35,6,10,13,36888
windows,dockur,2024-01-14T13:09:40Z,2025-08-11T18:16:57Z,Shell,411,104,92,736,36852
payload,payloadcms,2021-01-05T18:49:45Z,2025-08-11T17:56:52Z,TypeScript,5753,519,395,3317,36837
devdocs,freeCodeCamp,2013-10-24T18:16:07Z,2025-08-11T18:13:52Z,Ruby,923,0,191,1039,36831
wtfjs,denysdovhan,2017-07-14T15:42:12Z,2025-08-11T19:49:21Z,JavaScript,125,25,20,95,36827
ink-kit,inkonchain,2024-11-04T16:32:17Z,2025-08-11T16:52:38Z,TypeScript,90,0,1,3,36795
taro,NervJS,2018-04-08T09:32:26Z,2025-08-11T13:37:06Z,TypeScript,3390,200,1521,10991,36792
deeplearningbook-chinese,exacity,2016-12-07T11:46:51Z,2025-08-11T13:18:18Z,TeX,16,7,64,139,36652
v,vlang,2019-02-08T02:57:06Z,2025-08-11T19:55:22Z,V,12230,273,1097,8569,36618
JavaFamily,AobingJava,2019-11-12T04:26:18Z,2025-08-11T14:55:33Z,None,2,0,5,60,36594
arthas,alibaba,2018-08-29T17:15:57Z,2025-08-11T07:13:12Z,Java,540,59,371,1722,36585
faiss,facebookresearch,2017-02-07T16:07:05Z,2025-08-11T18:14:10Z,C++,137,19,231,2440,36575
googletest,google,2015-07-28T15:07:53Z,2025-08-11T18:46:26Z,C++,813,11,341,1979,36563
wtfpython,satwikkansal,2017-08-28T20:22:19Z,2025-08-11T20:08:55Z,Python,113,2,65,157,36562
aider,Aider-AI,2023-05-09T18:57:49Z,2025-08-11T19:21:13Z,Python,263,93,984,2687,36555
MockingBird,babysor,2021-08-07T03:53:39Z,2025-08-11T14:29:24Z,Python,80,1,476,412,36521
interview,huihut,2018-02-09T09:49:48Z,2025-08-11T16:35:32Z,C++,35,0,1,65,36520
siyuan,siyuan-note,2020-08-30T09:21:35Z,2025-08-11T19:07:20Z,TypeScript,480,809,413,14396,36504
milvus,milvus-io,2019-09-16T06:43:43Z,2025-08-11T20:07:38Z,Go,22705,128,562,13437,36497
halo,halo-dev,2018-03-21T12:56:52Z,2025-08-11T20:03:11Z,Java,2597,225,329,3979,36464
gym,openai,2016-04-27T14:59:16Z,2025-08-11T14:01:06Z,Python,998,19,111,1726,36357
cli,httpie,2012-02-25T12:39:13Z,2025-08-11T15:54:22Z,Python,406,47,180,722,36323
ToolJet,ToolJet,2021-03-30T08:51:34Z,2025-08-11T19:33:08Z,JavaScript,6573,308,688,4282,36300
data-engineer-handbook,DataExpert-io,2023-11-19T19:47:41Z,2025-08-11T18:08:17Z,Jupyter Notebook,169,0,24,52,36183
og-aws,open-guides,2016-07-13T17:30:16Z,2025-08-11T17:21:21Z,Shell,498,0,140,87,36179
chatbox,chatboxai,2023-03-06T12:22:15Z,2025-08-11T16:00:18Z,TypeScript,70,47,805,1442,36169
google-research,google-research,2018-10-04T18:42:48Z,2025-08-11T17:16:48Z,Jupyter Notebook,29,0,1059,343,36168
bruno,usebruno,2022-09-27T20:51:45Z,2025-08-11T20:06:41Z,JavaScript,1244,140,1188,1821,36146
jan,menloresearch,2023-08-17T02:17:10Z,2025-08-11T20:06:49Z,TypeScript,2607,86,158,2641,36143
metasploit-framework,rapid7,2011-08-30T06:13:20Z,2025-08-11T17:19:59Z,Ruby,11331,0,434,5837,36132
manifesto,opentofu,2023-08-13T16:17:24Z,2025-08-11T06:27:11Z,HTML,765,0,12,14,36086
nushell,nushell,2019-05-10T16:59:42Z,2025-08-11T17:51:46Z,Rust,7849,111,1504,5109,36047
HEU_KMS_Activator,zbezj,2019-06-23T00:49:35Z,2025-08-11T17:27:09Z,None,0,47,154,28,36029
date-fns,date-fns,2014-10-06T10:24:22Z,2025-08-11T09:06:28Z,TypeScript,1068,122,626,1366,36028
Umi-OCR,hiroi-sora,2022-03-28T04:01:46Z,2025-08-11T15:27:41Z,Python,56,31,268,512,36012
lerna,lerna,2015-12-04T09:36:55Z,2025-08-11T19:51:39Z,TypeScript,997,244,396,2277,35993
shadowsocks-android,shadowsocks,2012-12-16T13:40:29Z,2025-08-11T16:46:36Z,Kotlin,256,185,48,2457,35986
compose,docker,2013-12-09T11:40:58Z,2025-08-11T17:02:49Z,Go,3540,263,71,8031,35956
DragGAN,XingangPan,2023-05-18T10:08:02Z,2025-08-11T14:20:10Z,Python,18,0,145,46,35917
Langchain-Chatchat,chatchat-space,2023-03-31T12:12:45Z,2025-08-11T17:56:56Z,TypeScript,615,31,108,4069,35851
sheetjs,SheetJS,2012-12-03T19:25:52Z,2025-08-11T16:39:27Z,None,106,0,119,2267,35834
full-stack-fastapi-template,fastapi,2019-02-23T15:08:34Z,2025-08-11T20:03:04Z,TypeScript,409,10,168,259,35832
955.WLB,formulahendry,2019-03-27T23:53:37Z,2025-08-11T18:12:47Z,None,18,0,181,82,35821
hello-algorithm,geekxh,2020-05-29T05:47:09Z,2025-08-10T02:45:40Z,Java,26,0,11,33,35741
docling,docling-project,2024-07-09T07:50:26Z,2025-08-11T20:03:56Z,Python,502,113,463,611,35729
typeorm,typeorm,2016-02-29T07:41:14Z,2025-08-11T18:22:06Z,TypeScript,2169,37,2334,6054,35650
cobalt,imputnet,2022-07-08T18:12:55Z,2025-08-11T18:56:10Z,Svelte,243,0,169,762,35607
carbon,carbon-app,2017-06-16T02:50:28Z,2025-08-11T20:04:31Z,JavaScript,668,215,58,627,35602
koa,koajs,2013-07-20T18:53:45Z,2025-08-11T12:37:35Z,JavaScript,522,9,16,909,35584
crewAI,crewAIInc,2023-10-27T03:26:59Z,2025-08-11T18:54:35Z,Python,900,96,50,1422,35569
MediaCrawler,NanmiCoder,2023-06-09T12:14:34Z,2025-08-11T19:43:47Z,Python,100,0,99,389,35542
HanLP,hankcs,2014-10-09T06:36:16Z,2025-08-11T16:00:02Z,Python,79,62,8,1421,35494
fullPage.js,alvarotrigo,2013-09-20T11:58:29Z,2025-08-11T14:26:59Z,JavaScript,320,105,132,3999,35458
lottie-android,airbnb,2016-10-06T22:42:42Z,2025-08-11T06:25:21Z,Java,713,59,33,1743,35431
REKCARC-TSC-UHT,PKUanonym,2019-04-05T03:31:23Z,2025-08-11T18:54:14Z,HTML,170,0,2,30,35356
awesome-react-native,jondot,2015-03-26T19:58:06Z,2025-08-11T07:29:04Z,JavaScript,912,0,38,35,35307
marked,markedjs,2011-07-24T13:15:51Z,2025-08-11T17:23:34Z,TypeScript,1550,155,12,1590,35297
nativefier,nativefier,2015-07-05T05:56:42Z,2025-08-10T03:17:05Z,TypeScript,261,99,255,982,35263
engineering-blogs,kilimchoi,2015-06-13T18:25:17Z,2025-08-11T19:27:47Z,Ruby,681,0,23,74,35248
spacedrive,spacedriveapp,2021-09-27T05:09:04Z,2025-08-11T15:41:53Z,TypeScript,1881,26,118,388,35218
mindsdb,mindsdb,2018-08-02T17:56:45Z,2025-08-11T20:07:03Z,Python,5351,310,45,4244,35160
vim-plug,junegunn,2013-09-10T14:58:51Z,2025-08-11T19:53:48Z,Vim Script,177,8,71,966,35125
desktop,zen-browser,2024-03-28T00:05:55Z,2025-08-11T19:48:32Z,C++,470,115,396,6456,35088
hackathon-starter,sahat,2013-11-13T17:24:12Z,2025-08-11T08:19:49Z,JavaScript,347,17,10,670,35050
the-way-to-go_ZH_CN,unknwon,2013-03-24T17:18:38Z,2025-08-11T08:31:11Z,Go,592,0,0,0,35012
pytorch-image-models,huggingface,2019-02-02T05:51:12Z,2025-08-11T15:09:25Z,Python,479,69,50,945,34990
sqlmap,sqlmapproject,2012-06-26T09:52:15Z,2025-08-11T15:38:28Z,Python,173,10,50,5290,34979
glide,bumptech,2013-07-08T22:52:33Z,2025-08-11T17:37:25Z,Java,569,47,561,3920,34934
awesome-shell,alebcay,2014-07-07T01:57:42Z,2025-08-11T18:58:46Z,None,307,0,38,23,34934
twenty,twentyhq,2022-12-01T13:04:40Z,2025-08-11T20:08:57Z,TypeScript,7070,45,193,4964,34898
polars,pola-rs,2020-05-13T19:45:33Z,2025-08-11T18:41:11Z,Rust,11411,225,2559,8671,34827
puter,HeyPuter,2024-03-03T01:44:32Z,2025-08-11T17:24:23Z,JavaScript,577,8,181,504,34783
Coursera-ML-AndrewNg-Notes,fengdu78,2017-11-04T10:04:08Z,2025-08-11T15:03:57Z,HTML,13,0,53,15,34714
AgentGPT,reworkd,2023-04-07T02:29:19Z,2025-08-11T13:34:15Z,TypeScript,539,12,129,337,34713
NewPipe,TeamNewPipe,2015-09-03T23:39:26Z,2025-08-11T18:13:41Z,Java,1661,137,1214,8389,34677
leetcode,doocs,2018-09-16T14:03:03Z,2025-08-11T17:40:22Z,Java,4079,21,0,56,34645
LocalAI,mudler,2023-03-18T22:58:02Z,2025-08-11T19:26:17Z,Go,3849,82,402,670,34489
caffe,BVLC,2013-09-12T18:39:48Z,2025-08-11T16:04:29Z,C++,1087,14,899,3902,34479
awesome-javascript,sorrycc,2014-07-01T15:59:02Z,2025-08-11T17:09:04Z,None,393,0,5,88,34468
TaskMatrix,chenfei-wu,2023-03-02T09:04:28Z,2025-08-11T00:08:08Z,Python,21,0,221,136,34412
node-v0.x-archive,nodejs,2009-05-27T16:29:46Z,2025-08-11T02:02:52Z,None,218,0,0,6379,34386
outline,outline,2016-05-22T21:31:47Z,2025-08-11T17:09:03Z,TypeScript,3288,147,96,3379,34377
codex,openai,2025-04-13T05:37:54Z,2025-08-11T20:05:53Z,Rust,750,66,262,547,34319
netty,netty,2010-11-09T09:22:21Z,2025-08-11T18:01:36Z,Java,4404,0,617,6088,34319
fastify,fastify,2016-09-28T19:10:14Z,2025-08-11T18:21:05Z,JavaScript,3132,298,76,2012,34317
jieba,fxsjy,2012-09-29T07:52:01Z,2025-08-11T15:32:53Z,Python,96,9,637,228,34317
formik,jaredpalmer,2017-06-14T19:50:59Z,2025-08-11T20:01:14Z,TypeScript,829,196,701,1558,34275
bubbletea,charmbracelet,2020-01-10T21:04:03Z,2025-08-11T19:34:15Z,Go,627,62,72,292,34246
gold-miner,xitu,2015-11-04T03:29:13Z,2025-08-11T12:59:40Z,None,3563,0,9,5592,34233
cursor-free-vip,yeongpin,2025-01-11T08:14:22Z,2025-08-11T20:01:54Z,Python,74,69,539,472,34203
LLM101n,karpathy,2024-05-27T00:23:38Z,2025-08-11T19:52:08Z,None,0,0,0,0,34193
HowToLiveLonger,geekan,2022-04-16T04:15:18Z,2025-08-11T15:45:47Z,None,14,0,34,103,34160
clipboard.js,zenorocha,2015-09-18T23:04:55Z,2025-08-11T10:48:39Z,JavaScript,117,42,11,618,34157
ai-agents-for-beginners,microsoft,2024-11-28T10:42:52Z,2025-08-11T19:46:38Z,Jupyter Notebook,145,0,11,56,34059
12306,testerSunshine,2017-05-17T12:23:40Z,2025-08-11T09:28:41Z,Python,31,1,225,466,34048
solid,solidjs,2018-04-24T16:36:27Z,2025-08-11T10:49:59Z,TypeScript,384,35,101,992,34044
react-beautiful-dnd,atlassian,2017-08-09T03:37:15Z,2025-08-11T20:01:31Z,JavaScript,529,68,571,1045,34017
RevokeMsgPatcher,huiyadanli,2019-07-21T15:12:52Z,2025-08-11T16:01:39Z,C#,11,21,45,812,34006
ghostty,ghostty-org,2022-03-29T17:38:26Z,2025-08-11T19:44:55Z,Zig,2547,1,144,1621,33994
manim,ManimCommunity,2020-05-19T02:37:13Z,2025-08-11T19:29:56Z,Python,1916,29,419,1260,33988
linux-command,jaywcjlove,2016-11-12T15:44:26Z,2025-08-11T13:41:37Z,Markdown,353,31,74,133,33967
husky,typicode,2014-06-23T12:14:21Z,2025-08-11T19:40:25Z,JavaScript,262,80,72,1016,33967
portainer,portainer,2016-05-19T20:15:28Z,2025-08-11T19:03:41Z,TypeScript,4777,159,612,5275,33949
framework,laravel,2013-01-10T21:27:28Z,2025-08-11T17:44:21Z,PHP,16600,850,44,18811,33941
llvm-project,llvm,2016-12-07T09:39:33Z,2025-08-11T20:04:37Z,LLVM,54448,135,26179,59952,33913
OpenVoice,myshell-ai,2023-11-29T12:17:01Z,2025-08-11T13:11:36Z,Python,17,0,247,66,33868
spring-boot-demo,xkcoding,2017-11-10T06:27:29Z,2025-08-11T11:22:22Z,Java,15,0,100,73,33822
poetry,python-poetry,2018-02-28T15:23:47Z,2025-08-11T19:57:16Z,Python,2325,142,522,5710,33821
Python,geekcomputers,2011-11-30T09:04:08Z,2025-08-11T16:23:32Z,Python,1837,0,334,149,33711
shadowsocks,shadowsocks,2012-04-20T13:10:49Z,2025-08-11T03:58:45Z,Python,70,2,0,0,33639
LeetCode-Go,halfrost,2017-07-18T00:06:14Z,2025-08-11T15:34:18Z,Go,178,4,16,64,33618
AndroidUtilCode,Blankj,2016-07-30T18:18:32Z,2025-08-11T14:55:08Z,Java,88,117,309,1280,33609
zsh-autosuggestions,zsh-users,2013-10-26T16:09:37Z,2025-08-11T15:53:44Z,Shell,116,0,153,458,33584
easyexcel,alibaba,2018-02-06T03:14:08Z,2025-08-11T14:00:27Z,Java,190,14,486,3130,33560
supervision,roboflow,2022-11-28T14:08:44Z,2025-08-11T18:25:51Z,Python,967,33,72,415,33522
AFNetworking,AFNetworking,2011-05-31T21:28:44Z,2025-08-11T05:30:13Z,Objective-C,710,40,0,0,33521
zxing,zxing,2011-10-12T14:07:27Z,2025-08-11T16:35:20Z,Java,318,31,9,1314,33500
JavaScript,TheAlgorithms,2017-07-13T06:12:33Z,2025-08-11T18:50:31Z,JavaScript,795,0,9,200,33500
awesome-deepseek-integration,deepseek-ai,2024-01-11T02:43:17Z,2025-08-11T09:20:11Z,None,229,0,86,39,33355
mattermost,mattermost,2015-06-15T06:50:02Z,2025-08-11T19:32:41Z,TypeScript,19171,836,661,8373,33347
anoma,anoma,2021-02-02T10:00:16Z,2025-08-11T20:04:51Z,Elixir,856,10,122,577,33331
XX-Net,XX-net,2015-01-15T09:35:51Z,2025-08-11T19:37:11Z,Python,363,388,7915,5418,33299
awesome-docker,veggiemonk,2014-09-21T17:01:48Z,2025-08-11T14:20:43Z,None,939,1,3,127,33290
gpt-pilot,Pythagora-io,2023-08-16T11:56:07Z,2025-08-11T14:48:01Z,Python,393,0,236,314,33281
ShareX,ShareX,2013-10-08T23:32:10Z,2025-08-11T19:13:13Z,C#,747,81,506,6337,33271
nps,ehang-io,2018-11-04T13:22:51Z,2025-08-11T10:30:35Z,Go,74,59,502,697,33263
aseprite,aseprite,2014-08-19T23:44:50Z,2025-08-11T19:02:45Z,C++,405,117,1778,2492,33249
How-To-Ask-Questions-The-Smart-Way,ryanhanwu,2015-03-28T16:52:40Z,2025-08-11T12:14:37Z,JavaScript,98,0,9,20,33243
brackets,adobe,2011-12-07T21:14:40Z,2025-08-11T07:18:52Z,JavaScript,4332,69,2617,7063,33163
carbon-lang,carbon-language,2020-04-27T21:45:16Z,2025-08-11T19:53:39Z,C++,4328,400,151,560,33132
harness,harness,2014-02-07T07:54:44Z,2025-08-11T20:00:18Z,Go,1046,52,72,1933,33068
jax,jax-ml,2018-10-25T21:25:02Z,2025-08-11T20:06:43Z,Python,14834,125,1591,4855,33064
gulp,gulpjs,2013-07-04T05:26:06Z,2025-08-11T19:06:53Z,JavaScript,411,24,29,1908,33063
immutable-js,immutable-js,2014-07-02T06:02:29Z,2025-08-10T08:13:53Z,TypeScript,597,89,93,1169,33058
stats,exelban,2019-05-29T19:24:56Z,2025-08-11T20:09:28Z,Swift,409,301,28,2141,33028
Fabric,danielmiessler,2024-01-03T23:18:31Z,2025-08-11T19:56:43Z,JavaScript,423,236,157,572,33001
ijkplayer,bilibili,2013-06-03T04:12:04Z,2025-08-11T02:23:39Z,C,35,0,2827,2548,32985
